,TrigNo,T50,T90,F1,F2,F3,F4,P64,P256,P1024
1888,7906,6.272,15.168,1.68E-05,2.26E-05,6.37E-05,0.000148,91.482,82.095,67.522
1889,7912,0.96,1.856,1.84E-08,8.40E-08,5.20E-07,4.81E-07,3.107,2.73,1.526
1890,7918,18.88,65.792,1.48E-07,1.16E-07,8.27E-07,2.84E-06,1.056,0.629,0.459
1891,7922,0.268,0.422,1.56E-08,1.71E-08,8.31E-08,2.37E-08,2.849,1.455,0.485
1892,7923,8.576,16.96,4.66E-07,2.78E-07,3.21E-07,3.61E-07,1.801,1.559,1.085
1893,7924,14.656,64.704,2.43E-08,4.92E-08,2.02E-07,1.06E-06,0.631,0.447,0.288
1894,7929,16.064,51.776,3.33E-06,4.76E-06,2.28E-05,8.42E-05,11.505,11.079,10.064
1895,7932,21.632,67.392,3.30E-06,3.41E-06,7.63E-06,8.61E-06,3.114,2.934,2.535
1896,7934,7.872,23.68,6.98E-07,3.43E-07,3.87E-07,0,0.656,0.598,0.476
1897,7936,37.312,39.424,1.30E-07,1.15E-07,5.20E-07,8.68E-08,1.697,1.525,0.571
1898,7938,31.872,294.784,2.69E-06,3.51E-06,9.81E-06,1.09E-05,2.036,1.885,1.576
1899,7939,0.508,1.039,2.25E-07,4.10E-07,1.03E-06,3.57E-07,10.766,9.573,7.145
1900,7942,18.688,34.048,3.37E-07,1.94E-07,3.45E-07,1.11E-07,1.243,0.97,0.685
1901,7943,1.472,3.456,3.06E-08,7.77E-08,4.78E-07,1.91E-06,3.312,3.228,1.581
1902,7948,71.616,231.872,6.48E-06,3.79E-06,4.18E-06,9.67E-06,0.766,0.607,0.533
1903,7952,0.24,0.579,1.13E-08,1.68E-08,9.50E-08,0,1.359,1.166,0.501
1904,7954,4.48,15.04,3.04E-06,5.25E-06,1.68E-05,1.38E-05,56.954,45.776,28.83
1905,7963,3.008,13.184,3.29E-08,4.70E-08,2.93E-07,2.47E-06,0.72,0.582,0.393
1906,7968,15.68,50.752,6.57E-07,4.18E-07,6.43E-07,0,0.739,0.524,0.458
1907,7969,8.832,22.144,2.05E-06,2.06E-06,2.80E-06,1.91E-07,3.489,3.373,3.295
1908,7970,0.157,0.387,2.09E-08,2.36E-08,6.09E-08,3.80E-08,1.715,1.297,0.459
1909,7973,39.424,108.224,9.18E-08,1.64E-07,1.02E-06,4.17E-07,1.312,1.042,0.805
1910,7976,48.256,94.976,2.30E-06,3.41E-06,1.11E-05,1.86E-05,3.329,3.111,2.616
1911,7979,0.929,2.668,9.21E-09,2.26E-08,1.86E-07,1.35E-06,0.847,0.534,0.496
1912,7980,0.104,0.24,7.80E-09,2.30E-08,1.01E-07,8.38E-08,2.414,1.804,0.577
1913,7984,4.237,10.432,4.46E-07,7.58E-07,2.84E-06,5.73E-06,2.772,2.668,2.378
1914,7987,1.472,8.32,2.11E-07,4.53E-07,2.17E-06,6.01E-06,5.887,5.675,5.162
1915,7988,0.077,0.413,1.28E-08,2.80E-08,1.66E-07,7.73E-07,5.104,2.988,0.846
1916,7989,7.767,30.566,3.44E-07,3.89E-07,1.16E-06,3.88E-06,2.368,2.127,1.827
1917,7992,0.996,2.447,1.08E-07,1.11E-07,1.52E-07,0,1.249,1.159,0.913
1918,7994,9.728,26.176,1.00E-06,2.51E-06,1.25E-05,1.38E-05,5.944,5.498,4.84
1919,7995,0.107,0.608,9.88E-09,9.86E-09,8.62E-08,5.83E-07,2.491,1.411,0.414
1920,7997,7.104,16.704,4.05E-07,5.57E-07,1.80E-06,2.06E-06,1.221,0.995,0.86
1921,7998,5.824,10.24,5.58E-07,6.51E-07,6.85E-07,0,4.505,4.28,3.126
1922,7999,0.333,0.527,1.36E-09,1.01E-08,8.62E-08,1.08E-08,0.722,0.702,0.373
1923,8001,49.6,75.136,1.44E-06,1.74E-06,4.21E-06,8.44E-06,1.441,1.27,1.066
1924,8004,12.224,32.512,7.52E-07,7.30E-07,2.58E-06,2.98E-06,1.76,1.496,1.345
1925,8008,7.68,22.656,3.82E-06,5.09E-06,2.29E-05,7.57E-05,9.062,8.998,8.616
1926,8009,2.944,14.336,1.58E-07,2.54E-07,7.88E-07,4.07E-07,1.404,1.17,0.904
1927,8012,8.896,17.664,7.17E-07,5.91E-07,8.08E-07,1.02E-06,1.133,1.002,0.94
1928,8018,0.064,0.128,1.06E-08,1.14E-08,7.14E-08,1.70E-07,6.021,1.661,0.371
1929,8019,10.432,51.2,6.71E-07,9.42E-07,1.55E-06,3.47E-07,4.1,3.879,2.618
1930,8022,11.072,22.528,1.40E-06,1.42E-06,2.75E-06,3.95E-06,8.593,7.247,4.864
1931,8026,246.464,327.296,1.85E-06,2.30E-06,5.03E-06,6.40E-06,1.989,1.511,1.192
1932,8027,0.704,1.536,4.81E-08,5.71E-08,4.11E-07,5.08E-06,1.675,1.618,1.445
1933,8030,17.472,23.872,1.04E-06,1.44E-06,3.60E-06,3.18E-06,5.197,5.044,3.697
1934,8035,0.212,0.768,7.49E-09,7.44E-09,8.93E-08,2.25E-07,1.548,1.179,0.391
1935,8036,23.488,110.848,1.96E-06,1.56E-06,2.53E-06,0,1.717,1.573,1.271
1936,8039,38.784,83.52,7.42E-07,7.13E-07,1.55E-06,0,0.836,0.632,0.557
1937,8041,0.025,0.079,1.04E-09,6.41E-09,3.35E-08,6.40E-08,1.756,0.666,0.171
1938,8045,14.656,44.16,2.31E-07,2.51E-07,6.25E-07,3.10E-07,0.854,0.808,0.634
1939,8047,0.427,0.892,1.93E-08,2.96E-08,2.40E-07,8.55E-07,2.841,2.066,1.095
1940,8049,26.304,72.448,2.76E-06,2.57E-06,7.04E-06,2.97E-06,1.77,1.595,1.525
1941,8050,1.088,3.904,4.33E-07,4.23E-07,5.30E-07,0,4.986,4.038,3.139
1942,8054,8.448,21.248,1.40E-07,2.22E-07,6.65E-07,5.54E-07,0.777,0.587,0.484
1943,8059,33.792,78.656,1.60E-07,2.19E-07,4.83E-07,1.44E-06,1.18,1.104,0.884
1944,8061,14.592,26.944,1.57E-07,1.68E-07,1.59E-06,8.96E-06,0.727,0.476,0.394
1945,8062,108.928,133.44,1.18E-07,3.22E-07,1.49E-06,2.79E-06,0.891,0.716,0.568
1946,8063,68.224,106.624,7.58E-07,1.00E-06,4.28E-06,1.01E-05,4.237,3.987,3.472
1947,8064,114.816,148.224,1.75E-06,1.67E-06,1.46E-06,5.77E-06,1.265,1.145,0.834
1948,8066,3.648,28.928,3.85E-07,2.85E-07,4.83E-07,4.22E-07,2.203,2.032,1.156
1949,8072,0.279,0.353,6.71E-09,1.81E-08,7.39E-08,1.95E-07,1.89,0.845,0.389
1950,8073,4.416,33.024,7.42E-08,1.30E-07,3.74E-07,8.59E-07,3.977,3.052,1.489
1951,8075,11.456,20.8,1.38E-06,1.75E-06,4.39E-06,3.08E-06,3.162,2.974,2.772
1952,8076,0.075,0.218,5.95E-09,3.83E-09,8.26E-08,3.11E-07,2.719,1.282,0.347
1953,8077,0.384,1.664,9.66E-09,1.45E-08,6.89E-08,0,1.786,1.086,0.396
1954,8079,0.774,2.288,1.43E-08,2.94E-08,1.38E-07,1.43E-06,1.654,1.219,0.627
1955,8082,0.64,10.112,5.34E-08,7.10E-08,3.95E-07,1.10E-06,3.504,2.697,1.179
1956,8084,26.496,82.176,3.39E-06,3.29E-06,5.29E-06,3.53E-06,1.95,1.825,1.688
1957,8085,1.472,3.584,7.32E-08,1.39E-07,1.12E-06,3.38E-06,3.382,2.744,2.124
1958,8086,4.583,18.432,5.17E-07,6.00E-07,2.47E-06,6.20E-06,3.139,2.925,2.334
1959,8087,57.856,164.352,2.43E-06,2.70E-06,1.18E-05,7.21E-05,5.843,5.649,5.058
1960,8089,0.051,0.123,1.60E-08,9.71E-09,9.18E-08,5.27E-07,4.496,1.644,0.44
1961,8097,0.559,1.002,1.23E-08,1.59E-08,9.73E-08,1.35E-06,0.682,0.591,0.393
1962,8098,21.824,136.192,7.64E-06,5.61E-06,1.17E-05,1.37E-05,3.566,3.302,3.139
1963,8099,2.816,15.488,1.45E-06,1.33E-06,2.60E-06,1.19E-06,8.552,8.184,6.979
1964,8101,57.728,115.008,2.41E-06,3.39E-06,1.86E-05,4.19E-05,1.847,1.656,1.516
1965,8102,9.92,38.976,2.88E-07,2.34E-07,4.94E-07,8.34E-08,0.64,0.547,0.466
1966,8104,0.192,0.384,1.57E-08,4.57E-08,3.82E-07,6.23E-07,8.133,5.316,1.635
1967,8105,6.656,11.328,2.14E-07,2.13E-07,2.62E-07,1.15E-06,2.006,1.395,1.028
1968,8110,3.84,10.304,1.05E-07,2.87E-07,2.09E-06,4.36E-06,1.595,1.465,1.217
1969,8111,3.84,14.592,9.58E-07,9.87E-07,3.01E-06,4.59E-06,4.331,4.212,3.957
1970,8112,3.776,14.976,1.30E-07,1.50E-07,3.03E-07,1.09E-07,0.896,0.682,0.558
1971,8116,22.016,49.984,9.40E-07,1.71E-06,5.34E-06,5.79E-06,3.513,3.207,2.892
1972,8120,0.896,1.408,3.06E-08,5.82E-08,4.29E-07,2.08E-06,2.114,1.692,1.343
1973,8121,15.424,36.864,1.87E-06,1.39E-06,1.84E-06,7.80E-07,1.373,1.167,1.095
